timestamp,open,high,low,close,volume
2023-01-01 00:00:00+00:00,16546.1,16557.5,16513.8,16557.0,16889.8569014
2023-01-01 02:00:00+00:00,16552.1,16562.8,16524.0,16538.7,11132.15018182
2023-01-01 04:00:00+00:00,16538.6,16538.6,16516.7,16534.1,7288.66438813
2023-01-01 06:00:00+00:00,16533.9,16552.0,16504.1,16533.6,10497.911313
2023-01-01 08:00:00+00:00,16531.1,16544.8,16510.0,16544.4,9360.62314414
2023-01-01 10:00:00+00:00,16543.8,16558.4,16538.6,16558.4,8091.54500479
2023-01-01 12:00:00+00:00,16558.5,16573.9,16543.2,16547.9,8867.04820682
2023-01-01 14:00:00+00:00,16547.9,16559.9,16537.7,16559.9,6295.34481897
2023-01-01 16:00:00+00:00,16560.0,16595.9,16559.9,16580.8,14677.43139062
2023-01-01 18:00:00+00:00,16582.0,16623.3,16582.0,16604.7,15411.16502483
2023-01-01 20:00:00+00:00,16604.7,16625.0,16594.1,16604.3,7448.31640968
2023-01-01 22:00:00+00:00,16604.4,16620.2,16590.1,16615.1,6852.18142032
2023-01-02 00:00:00+00:00,16615.1,16624.8,16548.7,16566.4,11784.47686808
2023-01-02 02:00:00+00:00,16566.4,16712.3,16557.0,16663.0,16899.29938536
2023-01-02 04:00:00+00:00,16663.0,16672.9,16623.8,16647.1,13299.5511146
2023-01-02 06:00:00+00:00,16647.1,16960.0,16636.7,16900.0,1111310.32623768
2023-01-02 08:00:00+00:00,16900.0,23139.3,16737.8,23000.0,2441466.64259152
2023-01-02 10:00:00+00:00,23000.0,23144.9,16738.1,17050.0,2473444.40769623
2023-01-02 12:00:00+00:00,17050.0,17200.0,16692.0,16697.4,2156950.02317658
2023-01-02 14:00:00+00:00,16697.5,16760.0,16674.2,16735.5,23025.57749587
2023-01-02 16:00:00+00:00,16735.5,16740.6,16708.4,16716.5,10945.0557552
2023-01-02 18:00:00+00:00,16716.4,16735.7,16709.4,16735.0,9086.13066848
2023-01-02 20:00:00+00:00,16735.7,16799.0,16712.9,16757.9,11437.61434578
2023-01-02 22:00:00+00:00,16757.6,16761.9,16662.7,16673.3,19286.86643363
2023-01-03 00:00:00+00:00,16673.3,16706.6,16652.3,16678.0,20597.11024113
2023-01-03 02:00:00+00:00,16676.9,16698.9,16670.0,16694.5,12392.27396599
2023-01-03 04:00:00+00:00,16692.0,16724.6,16683.2,16724.6,14401.79085513
2023-01-03 06:00:00+00:00,16724.5,16773.9,16708.8,16730.7,28080.68819086
2023-01-03 08:00:00+00:00,16730.6,16758.4,16701.5,16740.2,24797.51358666
2023-01-03 10:00:00+00:00,16740.2,16748.8,16711.2,16722.6,13851.21348545
2023-01-03 12:00:00+00:00,16722.6,16740.4,16705.4,16730.1,18938.46495006
2023-01-03 14:00:00+00:00,16727.6,16771.6,16621.3,16679.7,83090.17926545
2023-01-03 16:00:00+00:00,16679.8,16688.4,16610.5,16635.4,34859.79120031
2023-01-03 18:00:00+00:00,16635.7,16658.2,16627.9,16647.2,22066.09084766
2023-01-03 20:00:00+00:00,16646.2,16676.0,16644.8,16668.7,28493.35087831
2023-01-03 22:00:00+00:00,16668.7,16695.2,16651.8,16677.3,22225.50201701
2023-01-04 00:00:00+00:00,16676.8,16732.7,16655.5,16704.6,30426.54235868
2023-01-04 02:00:00+00:00,16704.6,16874.3,16704.6,16865.9,94308.61785071
2023-01-04 04:00:00+00:00,16865.4,16906.0,16843.1,16859.1,42380.45801459
2023-01-04 06:00:00+00:00,16859.1,16890.0,16852.6,16873.2,20777.8710596
2023-01-04 08:00:00+00:00,16871.5,16912.4,16836.4,16846.7,31330.95538512
2023-01-04 10:00:00+00:00,16846.5,16861.7,16836.7,16839.0,14373.24973458
2023-01-04 12:00:00+00:00,16838.6,16846.5,16811.0,16829.3,19215.92696407
2023-01-04 14:00:00+00:00,16829.3,16859.2,16770.5,16855.4,84979.43584248
2023-01-04 16:00:00+00:00,16855.6,16938.7,16834.6,16894.0,60520.29660215
2023-01-04 18:00:00+00:00,16893.8,16986.6,16791.4,16840.8,120060.98743789
2023-01-04 20:00:00+00:00,16840.0,16849.9,16780.1,16825.2,34771.11523137
2023-01-04 22:00:00+00:00,16825.2,16866.6,16819.7,16852.0,19433.72889233
2023-01-05 00:00:00+00:00,16852.0,16877.0,16812.9,16836.1,24510.06307682
2023-01-05 02:00:00+00:00,16835.9,16845.4,16822.7,16828.0,10460.65191035
2023-01-05 04:00:00+00:00,16827.9,16848.3,16824.3,16843.6,9058.82709938
2023-01-05 06:00:00+00:00,16843.7,16843.7,16793.2,16822.9,10455.88575585
2023-01-05 08:00:00+00:00,16823.0,16828.8,16785.0,16807.3,15337.63948867
